customer_id,customer_visit_score,customer_product_search_score,customer_ctr_score,customer_stay_score,customer_frequency_score,customer_product_variation_score,customer_order_score,customer_affinity_score,customer_active_segment,X1,customer_category,Customer_affinity_category,Customer_frequency_category,Customer Visit Category
csid_36,12,5.352831943173073,0.09176980810849872,-0.051198246114787495,3,4,4.701131828994739,25,B,A,0,1,1,3
csid_37,13,8.720698285897997,-0.04448379194869867,-0.04650926037771661,6,3,3.4495820677851485,17,B,BA,0,1,1,3
csid_38,11,4.697622048758395,0.09991666509955142,0.21490212156413654,4,4,2.2371497085770318,6,C,BA,0,1,1,3
csid_39,27,3.4554768977044867,0.15510244057888367,0.3649304759627371,2,3,4.662528339031872,38,C,AA,0,1,1,6
csid_40,15,7.494520982682077,-0.036937474218279684,0.022587866764966952,5,3,3.6640029364375706,30,B,AA,0,1,1,3
csid_41,16,4.2413239908912805,-0.011823979736375865,-0.042284411919951054,3,5,3.9003558709051793,9,C,F,0,1,1,4
csid_42,29,6.397658608621957,0.061932426250753174,-0.0020878498247199058,6,4,2.8889472459610377,7,B,BA,0,1,1,6
csid_43,19,5.78846040202064,0.08140364641016377,0.08475546063753367,1,4,4.355577597741103,26,C,BA,1,1,1,4
csid_44,14,8.061954513432156,0.06667115409165579,-0.06952891279923758,3,4,3.0522425310396093,11,B,A,0,1,1,3
csid_45,22,4.819431853923106,0.04589064048650947,-0.045755080080399566,1,4,4.573044823689947,27,B,A,0,1,1,5
csid_46,22,6.879726141377787,0.15525251700360412,0.06006838083214223,3,4,3.939490055025528,12,C,BA,0,1,1,5
csid_47,24,5.845718317228255,0.12316069647232092,0.258933638122724,1,3,2.845000122566049,28,B,BA,0,1,1,5
csid_48,15,6.183799681547352,0.13426936744882734,0.1039834379986356,1,3,4.699774876843573,52,C,AA,0,2,1,3
csid_49,23,6.390688650807832,0.007673334460156689,-0.08513542317401783,7,6,2.93398545755863,6,B,F,0,1,1,5
csid_50,27,4.299254282970359,0.03836073947179147,-0.022382910445414628,2,5,3.265678207002334,16,C,BA,0,1,1,6
csid_51,25,7.869618049043707,-0.0669064711647715,-0.08933705281704489,1,4,4.002620309637655,43,C,AA,0,1,1,5
csid_52,15,3.644005147978324,0.13720980651538142,0.1642911970828326,8,5,3.471252530176501,4,C,BA,0,1,1,3
csid_53,17,4.748102640393778,0.1191028751090105,0.15600954951873486,3,4,3.643846597429058,9,C,BA,0,1,1,4
csid_54,14,6.051917199135492,0.06609852912829414,0.08927795583220617,1,3,5.064032589699549,43,B,AA,0,1,1,3
csid_55,29,6.2751299431602074,-0.02142055080374497,-0.044964889435733964,1,3,3.884566698914524,95,B,AA,0,2,1,6
csid_56,28,4.583295173220037,0.05718555198810488,-0.09295592511125306,6,4,3.6891904987562834,13,C,A,0,1,1,6
csid_57,12,6.861007133899809,0.13677916351441652,0.015008085250497146,3,4,3.274645927004222,23,B,BA,0,1,1,3
csid_58,11,6.805222391113956,0.07497919175136578,0.0679917375045987,1,4,3.995477680639692,29,C,A,0,1,1,3
csid_59,14,5.652897141245914,0.07230746495706364,-0.078474000625408,6,4,3.5881867087423385,7,C,BA,0,1,1,3
csid_60,33,3.714019970289362,0.013252319420727715,-0.07551557744436678,3,3,5.370564223156373,49,AA,AA,0,1,1,7
csid_61,16,1.8892844690630284,0.1910924799878113,0.5109136987560701,10,5,3.13364534950038,12,B,A,0,1,1,4
csid_62,7,2.2228976211173936,1.8681791733815325,6.076476335563352,139,7,2.253697996005077,0,C,BA,1,1,2,2
csid_63,21,5.555492142686644,0.022081459279829744,-0.06668378669127635,46,9,2.3508562655123115,1,C,BA,0,1,1,5
csid_64,24,6.0761699768961135,0.13837372962767433,0.08659551866377745,3,4,3.33140641130502,13,B,BA,0,1,1,5
csid_65,27,9.680157325331924,0.0455340775136569,-0.1457383770939006,2,3,5.333712402508769,48,B,AA,0,1,1,6
csid_66,21,6.8720203776306334,0.05056864157488727,-0.01627093138298108,1,4,4.574081689996893,33,C,AA,0,1,1,5
csid_67,33,5.604979065801516,-0.05338093888193148,-0.032291889052415146,4,4,3.110809281220397,9,AA,F,0,1,1,7
csid_68,11,3.4746231301020982,0.12443624658290944,0.16404149216908415,12,6,3.530211853857618,6,B,F,0,1,1,3
csid_69,29,9.16420857958351,0.04754735402205934,-0.06999745192219184,9,6,2.3132105620514203,11,C,A,0,1,1,6
csid_70,23,4.117155218575607,-0.026679153614264883,0.02141370637402743,1,3,4.452063997806006,57,B,AA,0,2,1,5
csid_71,20,3.49122411642496,0.1500627453239454,0.046446999880982165,4,4,3.4691905513875163,19,B,A,0,1,1,4
csid_72,24,5.64364912636833,0.003762354604815194,-0.07031679566512672,7,4,3.2968541177363067,18,B,A,0,1,1,5
csid_73,20,7.541509239485692,-0.003873574694014597,-0.07951183259513242,4,5,3.550654276530516,15,B,BA,0,1,1,4
csid_74,18,3.7630860861914623,-0.058262767357840285,-0.0012983662931981988,8,4,2.7446222846299553,4,C,BA,0,1,1,4
csid_75,21,4.207095077933879,0.03697625127290649,0.0777001590085408,29,7,2.39171884721464,2,C,BA,0,1,1,5
csid_76,15,3.7857381553040055,-0.06582618029914633,0.08759340712261643,2,4,2.8147515314314573,25,C,A,0,1,1,3
csid_77,21,4.455536518449425,0.004722504252241399,-0.030274571339211874,14,7,1.8814230729237371,3,C,F,0,1,1,5
csid_78,25,5.385552209306032,0.03664864570869555,-0.08835710046252374,8,4,2.788194897041881,11,B,BA,0,1,1,5
csid_79,24,6.811390331032794,0.20939106265330726,0.18466204695747607,3,4,3.6199111453830386,25,C,A,0,1,1,5
csid_80,24,9.638635734664438,-0.0050702161785431575,-0.1295432007550101,9,4,2.3657457537681843,6,C,F,0,1,1,5
csid_81,16,4.248051404951851,0.06212891066217537,0.019324437113609767,5,4,2.510088385418271,6,C,BA,0,1,1,4
csid_82,36,4.753905438032935,-0.035868511888528964,-0.04953264963002648,3,3,3.9966852786901783,46,A,AA,0,1,1,8
csid_83,23,7.215965765109216,0.07484802452746267,-0.03627778671880957,4,6,2.717488720975038,7,C,BA,0,1,1,5
csid_84,21,4.404300667806425,0.23419427459860115,0.13230126084800325,2,3,4.148161196180957,37,B,AA,0,1,1,5
csid_85,16,7.432592374426154,0.026226778685686743,-0.007806098694642262,2,4,3.450789867720511,9,C,BA,0,1,1,4
csid_86,14,6.615426780100376,0.010725627512126506,0.014537523074316732,3,5,3.9395500733907487,8,C,BA,0,1,1,3
csid_87,9,8.522643289789443,0.3416603120217596,0.1451465382442465,15,9,1.8973269077774289,1,C,F,0,1,1,2
csid_88,15,4.346761028441967,0.041431185541702886,0.1908534430113135,4,4,3.2590672778825702,18,B,A,0,1,1,3
csid_89,24,4.4847017505394176,0.17239939578223207,0.07365046956773638,3,4,3.0364764712399817,20,C,BA,0,1,1,5
csid_90,11,9.360710942091774,-0.016322347048356584,-0.05534110068882391,5,4,2.474740178807713,11,B,A,0,1,1,3
csid_91,24,3.5240231106939444,0.13877877595453528,0.1317092516081651,5,4,3.414667171802684,7,C,F,0,1,1,5
csid_92,21,2.2418418623494305,0.1563249473426682,0.1972165488542176,4,4,3.778232012411896,16,C,A,0,1,1,5
csid_93,5,3.2328246848404913,1.93504990067674,6.089134569317938,129,9,1.947647146007193,0,C,F,1,1,2,1
csid_94,16,4.866525955593298,0.3499389587326648,0.8956634665156944,7,7,2.3961413520996366,3,C,F,1,1,1,4
csid_95,27,3.3963123397104114,0.014656133023618125,-0.0477115687055228,80,14,1.6576792392109096,0,B,BA,0,1,1,6
csid_96,18,8.711360354711168,0.021482543212659324,-0.01555055621250119,1,3,6.368488566312701,50,C,AA,0,1,1,4
csid_97,13,2.7519222826413485,0.33919986263480434,1.0432361663238403,4,4,3.9084984667524414,7,B,BA,0,1,1,3
csid_98,15,6.860828278958803,0.016691480764514315,0.08610372695093721,7,5,3.419457626492485,8,C,F,0,1,1,3
csid_99,13,5.829771989463312,0.19458676586716397,0.11374987088310184,5,4,2.595074280563795,9,B,BA,0,1,1,3
csid_100,11,4.684975745634695,0.1355389498979816,0.07656088994333644,3,4,3.4930329863827585,31,B,AA,0,1,1,3
csid_101,19,5.304517041591266,0.11392758967566508,0.09964736365933403,46,12,1.8438340635549384,0,B,F,1,1,1,4
csid_102,21,5.630486001708168,0.10818327312273653,0.10088077896418084,11,7,2.1938640298504244,2,C,F,0,1,1,5
csid_103,25,7.872142151834232,0.10218816638885847,0.05388861263299617,5,4,3.0994061272583235,24,B,A,0,1,1,5
csid_104,10,3.6094697449483855,0.011515009937609457,0.07401333797138339,3,0,3.3933742371274938,15,C,A,0,1,1,2
csid_105,17,5.032667518424248,0.17967872774835586,0.16842765109646105,4,4,3.5016933251697044,13,B,BA,0,1,1,4
csid_106,17,5.7909607745694025,0.023853812899633304,-0.03589087106932904,4,3,4.119027545898621,39,B,AA,0,1,1,4
csid_107,20,3.7074866947188303,0.06678217394494991,0.03812138894105658,5,4,3.1886900483610225,14,B,BA,0,1,1,4
csid_108,16,3.2187685036263307,0.2791174564772251,0.5232434701862113,2,4,4.480183525319085,34,B,AA,0,1,1,4
csid_109,22,6.610602527798194,-0.09156244553841326,-0.0472031510994283,7,5,2.8057464084295693,10,C,A,0,1,1,5
csid_110,34,4.2173020479655134,0.018885586904042892,0.1559888029608564,2,0,3.884644950205928,15,AA,A,0,1,1,7
csid_111,6,1.3597939923622455,1.4021095585490766,5.339938833979177,45,10,1.8060406951699015,0,C,BA,1,1,1,2
csid_112,26,6.226686417921325,0.003988971000035945,0.05979394179552521,6,4,2.6244252859943433,8,C,BA,0,1,1,6
csid_113,29,5.314622679773038,0.07602183457907681,-0.04032050664180916,4,6,2.3786407493562214,6,C,F,0,1,1,6
csid_114,33,4.0792134544079355,-0.030268515728928767,-0.0014983937960354942,5,6,2.9875311423477955,8,AA,BA,0,1,1,7
csid_115,27,4.707684151826531,0.03610566680865973,-0.01705787973353489,11,5,2.25598974554797,5,C,F,0,1,1,6
csid_116,16,4.794837476413713,0.07048292774719317,0.08240728593990915,1,3,4.112782654489789,26,B,A,0,1,1,4
csid_117,12,4.679958449616564,0.125901293355719,0.038284458114656125,3,4,3.0011300468510864,18,B,A,0,1,1,3
csid_118,10,6.91238887382128,0.0999163312666446,0.12095198535074955,6,5,3.2061669124615184,3,B,F,0,1,1,2
csid_119,27,6.4699900509650305,-0.06487704845782352,-0.0644028009212794,20,7,2.3937871063157887,2,C,F,0,1,1,6
csid_120,20,2.2635070000464195,0.22662925129407502,0.3583534218985513,6,4,3.7339724716172102,17,B,BA,0,1,1,4
csid_121,16,3.4212768467327686,0.11526508882690838,0.15051320746389912,3,4,3.6114855495928837,17,C,A,0,1,1,4
csid_122,24,5.344441102904676,0.08411041129472109,0.2274350942913137,3,5,4.281245955135379,18,B,A,0,1,1,5
csid_123,9,3.8059793052541657,0.19173820026449806,0.32013376493341056,2,4,3.345105625339797,22,C,A,0,1,1,2
csid_124,34,4.131499411352641,-0.060555115962153586,-0.01768084517015562,6,5,2.387014005744253,9,AA,F,0,1,1,7
csid_125,11,3.477747369178672,0.2395851304439067,0.5200186012173573,3,5,3.306424867139232,18,B,BA,0,1,1,3
csid_126,10,4.459608137496102,0.22639420790695994,0.20962388550393615,3,4,3.3787019379973633,30,B,AA,0,1,1,2
csid_127,16,4.434379844836581,0.13758334938393327,0.17761883333687173,1,4,4.964491492287402,40,C,AA,0,1,1,4
csid_128,17,4.263575424864614,0.230925874615588,0.12550952893897055,2,3,3.7737352347393593,44,C,AA,0,1,1,4
csid_129,19,6.615351019351287,0.03352383543525076,0.05489081755095613,5,4,3.1064411846556856,13,B,A,0,1,1,4
csid_130,23,6.1356658711775545,0.012132408622918443,-0.07428295865427875,4,4,4.4082766009356655,23,C,BA,0,1,1,5
csid_131,15,5.499132840450716,0.17843056783553507,0.5002132081144787,13,5,2.5580304424804017,5,B,BA,0,1,1,3
csid_132,11,6.6625464393177545,0.09867243293307412,0.16258845697980207,1,3,3.6292071800622785,29,C,A,0,1,1,3
csid_133,4,0.8016286383981326,2.0780358154813947,5.9073603289387275,62,12,1.754368047992633,0,C,F,1,1,1,1
csid_134,21,6.938642606986332,0.2140049903155652,,2,4,3.891766353789895,26,C,A,0,1,1,5
csid_135,20,7.0699287723344115,0.015513269677174285,-0.16329488457137434,136,9,1.6880575242726568,0,B,BA,0,1,2,4
csid_136,28,5.166890252776682,-0.1551810261418299,0.08830152639743576,4,4,2.950766804639048,12,B,A,0,1,1,6
csid_137,18,4.923540512256776,0.02097745053811519,-0.02210476269530365,4,4,3.1644291666354567,32,B,AA,0,1,1,4
csid_138,11,5.710555728186897,0.10314345147079412,0.19404349963277526,10,5,2.3509888266675967,5,C,BA,0,1,1,3
csid_139,11,5.042846433246237,0.07412665871326066,0.05707702316170965,3,4,3.2039538836917973,10,C,A,0,1,1,3
csid_140,24,4.9277473587530425,-0.07800063983935265,0.02442551227578206,2,4,4.1449995116437925,37,C,AA,0,1,1,5
csid_141,28,7.1317418951407685,-0.06280061743321637,0.003588220175934891,3,4,2.321171372791837,9,C,BA,0,1,1,6
csid_142,27,5.592600259488934,-0.04779744117051632,-0.05673479290043714,2,4,4.551239943918639,16,C,A,0,1,1,6
csid_143,26,4.0313809869740185,0.1147752891584487,-0.00995301761136032,5,5,3.1997192819334628,11,C,A,0,1,1,6
csid_144,11,4.9927752894620445,0.06386796477668158,-0.05657109044185357,3,3,3.9770804887154014,12,B,BA,0,1,1,3
csid_145,25,8.392304203733772,0.034871706321911874,-0.048659754081105414,3,4,4.2018660918137645,12,B,A,0,1,1,5
csid_146,8,4.953946709818027,0.8520613702668903,1.3194909965296768,302,10,1.3603448250591637,0,C,BA,1,1,4,2
csid_147,3,2.037900079242394,1.5052854300374914,4.205722531236382,467,12,0.7212757880625573,0,C,F,1,1,5,1
csid_148,23,7.379796505524039,-0.015924460323167536,-0.07841664821386621,7,5,2.8932713930038036,11,B,BA,0,1,1,5
csid_149,13,3.7083391493370628,-0.0005663701544960843,-0.04758825543265435,10,5,2.9210487292127043,8,C,F,0,1,1,3
csid_150,12,5.736124799998716,-0.0662705800160739,0.05185531275804957,3,4,2.889807390706584,28,C,BA,0,1,1,3
csid_151,24,4.607039113872704,0.07141732569748697,0.19050521833855136,2,5,3.5932403713657415,16,B,BA,0,1,1,5
csid_152,26,3.126358579823063,0.1306128468325811,0.048093376807587525,2,4,3.662055812773069,22,B,BA,0,1,1,6
csid_153,34,6.711035598974988,-0.07768374599309234,0.059227292312605574,3,3,5.0989987370735435,36,A,AA,0,1,1,7
csid_154,23,8.398815485062327,0.0674167873585188,-0.035619159772909595,6,4,4.191227290377861,12,B,BA,0,1,1,5
csid_155,21,4.5397889084727305,0.20234825003409185,0.2536631898688559,2,4,3.7535701338834215,25,B,BA,0,1,1,5
csid_156,16,8.301365928673132,0.031445963185270924,-0.1644226585928159,28,8,1.6862893364556593,1,B,F,0,1,1,4
csid_157,14,4.8396357813399575,0.0948620955004028,0.017452928911317247,0,3,5.541664248399272,37,B,AA,0,1,1,3
csid_158,9,4.117538368256243,0.2454543972614694,0.13703661089364438,2,5,2.7525903382853967,31,C,AA,0,1,1,2
csid_159,20,3.1258665958780587,0.1278701236919698,0.2043144836767901,3,4,4.1547281339662465,34,B,AA,0,1,1,4
csid_160,25,6.798111140755212,-0.0024133173264726413,-0.0851376469049092,8,5,2.8699156718744088,7,C,F,0,1,1,5
csid_161,18,6.973264023047625,0.21027742527779364,0.2107167981172652,2,4,4.507440545769717,18,C,A,0,1,1,4
csid_162,27,5.0445449738100665,-0.04133052363406794,-0.06264409467724426,56,12,1.5612088372553343,0,B,BA,0,1,1,6
csid_163,18,4.849838564619566,0.04191670724024051,0.03798880315608043,6,4,3.7855697800450914,5,B,F,0,1,1,4
csid_164,10,3.7508008950133394,0.13923860752697909,0.2449753021647559,7,5,3.496008972988661,8,B,F,0,1,1,2
csid_165,34,5.298456842274069,0.041966066023091234,0.06459206873968712,4,4,3.925928009542955,18,A,A,0,1,1,7
csid_166,15,4.43733480228628,0.18974775559485235,0.2830211205399837,7,4,3.0687404363306188,16,C,BA,0,1,1,3
csid_167,19,6.92188786269986,0.009282477038166016,-0.11088051229471377,5,4,3.774175239561103,11,C,A,0,1,1,4
csid_168,27,5.693123936527723,-0.02346486060216863,0.07809594084740598,2,4,4.214700937002666,18,C,A,0,1,1,6
csid_169,19,5.005846066722282,0.16799210056580974,0.23632439992268384,4,4,3.743486168313033,9,B,F,0,1,1,4
csid_170,12,7.979902049266472,-0.04369269303964756,-0.15191341072804068,3,5,2.890571353110824,21,C,BA,0,1,1,3
csid_171,24,4.460231430715985,0.12796148378129346,0.22023703041772752,2,4,3.212169485496978,15,C,A,0,1,1,5
csid_172,31,8.550442088196492,-0.014427770896864022,-0.04279296510279256,15,7,2.0217567200750346,2,A,F,0,1,1,7
csid_173,26,3.763770107341237,-0.05329333564231389,0.04495002254557656,9,4,3.2776915299474494,11,C,BA,0,1,1,6
csid_174,31,6.91940329829905,-0.02141541470313276,0.03876416809176527,21,8,2.3024699030030704,3,AA,BA,0,1,1,7
csid_175,28,5.8272910004619085,0.010715627408721751,0.02052624451150881,4,4,2.36116722793092,11,B,A,0,1,1,6
csid_176,27,5.676220182590064,-0.005922540352035903,0.16523409202385453,2,4,,28,C,BA,0,1,1,6
csid_177,19,5.218148679960661,0.1335433899851712,0.03519076014983486,5,3,3.584703329486449,20,C,BA,0,1,1,4
csid_178,13,3.9230316298359353,0.002519280904728116,0.16179037772469365,7,6,2.634385828012366,7,B,F,0,1,1,3
csid_179,7,3.4045471573635018,0.8878503746036459,1.2450234606210413,36,9,1.928671102692919,0,D,BA,1,1,1,2
csid_180,15,6.983155739561168,0.04978135143611661,-0.016674181726097043,3,4,3.9911379578604116,26,C,BA,0,1,1,3
csid_181,23,5.106670152368409,0.005550273289029667,-0.07641728189126798,3,5,3.4539432043402707,24,C,A,0,1,1,5
csid_182,21,4.62355562244568,0.2610992852053898,0.4184687696088999,0,3,5.241215838501963,21,C,BA,0,1,1,5
csid_183,11,6.041423367012436,0.0892191044315117,-0.032028640195679296,14,5,2.8284786984682446,6,B,F,0,1,1,3
csid_184,13,2.4885755097093734,0.21123296887495527,0.4151290406488136,5,4,3.1675210257543083,16,C,A,0,1,1,3
csid_185,23,5.98497449278246,0.04622758068521908,-0.0283834081643244,1,4,3.3362539890941902,73,B,AA,0,2,1,5
csid_186,21,4.787822694865472,-0.0232661133286712,0.0613664301813963,2,4,3.861468447318072,20,C,BA,0,1,1,5
csid_187,12,2.7836255271378336,0.2856185760438337,0.6795636893270758,3,4,4.877100371004451,43,B,AA,0,1,1,3
csid_188,11,6.1054400637037345,0.027760682153362186,-0.011337396861029634,5,4,3.9187932320561583,13,B,A,0,1,1,3
csid_189,17,4.094437628707636,0.05301748003296623,-0.04807058156114552,42,6,2.2822015792706707,1,B,F,0,1,1,4
csid_190,26,8.030922482018696,0.008664257371267818,-0.02532312554612741,7,4,2.9024395026743366,14,C,BA,0,1,1,6
csid_191,11,2.9455964847182816,0.16304820319569166,0.1813160449941925,4,4,3.02951195830426,15,B,BA,0,1,1,3
csid_192,14,6.431865496517299,0.03243586340633693,-0.008642642653037878,2,4,3.0793536586344272,21,B,BA,0,1,1,3
csid_193,16,8.229830379546629,0.1470582505120173,-0.02805421346847269,4,4,3.760705590652617,34,C,AA,0,1,1,4
csid_194,29,6.230633834814202,-0.0676021755409512,0.006293187502716635,22,7,2.234097023065701,3,C,F,0,1,1,6
csid_195,18,6.086571904808043,0.010948980926363516,0.036928846806995486,8,6,3.207950721817036,3,B,F,0,1,1,4
csid_196,19,6.251767330265452,0.06709596091013116,-0.040616299651374574,51,10,2.277859917432308,0,C,BA,0,1,1,4
csid_197,31,7.0476873090713426,-0.044188215045795114,-0.04970313471185549,2,4,4.870251180068575,48,AA,AA,0,1,1,7
csid_198,26,6.022449931725394,0.005483561125748868,-0.12431437674326715,9,5,3.2573741106783034,12,B,BA,0,1,1,6
csid_199,8,2.469090137610172,0.2087904589594096,0.4122331885754416,3,3,4.208549170660937,27,C,A,0,1,1,2
csid_200,27,5.669511809904185,0.06491610825952336,-0.0243035988374586,4,4,3.48452487528575,18,C,BA,0,1,1,6
csid_201,17,2.794193205354764,0.11373438810382655,0.10149508755392013,2,3,4.11540076792177,30,B,AA,0,1,1,4
csid_202,24,8.432192443158069,-0.01118166959989807,-0.08872483190597895,9,5,2.197527821510715,11,C,BA,0,1,1,5
csid_203,11,2.8663736319013733,0.0007575229332393331,0.31361198625304865,2,4,2.6774427301150427,13,C,A,0,1,1,3
csid_204,22,7.375424159328897,0.05010034549073589,-0.05260017047723828,6,4,3.0163633133841907,8,C,F,0,1,1,5
csid_205,16,6.204084093518404,0.14693766057284555,-0.006189650889983229,20,7,2.1818420154758797,1,C,BA,1,1,1,4
csid_206,16,5.907437666871162,0.00016750587641202962,-0.033542652314579736,1,3,5.817770194409027,31,B,AA,0,1,1,4
csid_207,13,5.719687602041751,-0.03157520216267785,0.013818262951440176,4,4,3.289882181640795,23,C,BA,0,1,1,3
csid_208,28,5.042413547720789,0.018487722420811502,0.0030318055370135684,2,4,2.9338191081478757,19,B,A,0,1,1,6
csid_209,27,5.100095032185631,0.018988240615196036,-0.07219936425623777,5,3,2.8558391635385174,27,B,BA,0,1,1,6
csid_210,11,4.8243761197314114,0.06545636074363753,0.03727705239561948,24,8,1.807392596547857,2,C,F,0,1,1,3
csid_211,11,7.878281811367113,-0.05988336427254374,-0.061827138813175225,2,4,4.426813111513549,13,C,BA,0,1,1,3
csid_212,33,5.994660263715036,-0.07749934365187312,0.05175394235527515,2,4,3.5722430523472397,14,A,BA,0,1,1,7
csid_213,12,6.440796527398423,0.0395122609765884,0.07639989317720272,2,3,5.270323058807696,43,B,AA,0,1,1,3
csid_214,23,6.082708701257649,0.10638403906087576,0.059258180601890115,4,4,3.087309299474675,14,B,BA,0,1,1,5
csid_215,22,3.669640693236716,0.13236630303398728,0.4981412800755974,0,3,7.7442807478876565,71,B,AA,0,2,1,5
csid_216,18,5.899124628360133,0.052356861774453936,0.14553145521466726,0,3,5.296674515115279,70,B,AA,0,2,1,4
csid_217,10,3.6054785264773863,0.1797987024456061,0.2499215453002421,3,3,4.194717135233188,26,B,A,0,1,1,2
csid_218,33,4.178363041037507,-0.019274237819963205,-0.032023014399532264,21,6,2.3068029935201078,1,A,BA,0,1,1,7
csid_219,17,6.188483817966988,0.145892181623351,-0.04315773319932526,1,5,3.3732826694041966,10,C,BA,0,1,1,4
csid_220,12,6.4499083769690655,0.007146394600233789,-0.07244273528107152,24,7,2.101658061358565,2,B,BA,0,1,1,3
csid_221,21,4.968300731455589,0.11772459982509095,0.26048566263740724,7,3,2.601356424677413,10,C,A,0,1,1,5
csid_222,23,8.928363287433951,0.08901017771860616,-0.06492996430998156,3,4,3.4975311253262413,16,C,BA,0,1,1,5
csid_223,9,3.1658372302869933,0.12202595571519972,0.06154176574337191,34,8,2.2072100291114465,0,D,F,0,1,1,2
csid_224,18,3.4723656059008388,0.15346177331580566,0.28204742046364595,15,6,2.459769877164652,7,C,F,0,1,1,4
csid_225,22,7.188257843033558,-0.02716939567363675,-0.004294954462036338,21,9,2.463708340623456,1,C,F,0,1,1,5
csid_226,19,6.0239071566584075,0.19143668457289015,0.3165375623832203,7,4,3.236646102434982,8,B,BA,0,1,1,4
